Review,SENTIMEN
"['top', 'terbaik']",POSITIF
"['aplikasi', 'shop', 'ini', 'memang', 'paling', 'bagus']",POSITIF
"['pengiriman', 'nya', 'cepat', 'banyak', 'gratis', 'ongkir', 'nya', 'sukaaaaa']",POSITIF
"['sangat', 'membantu', 'dalam', 'pencarian', 'barang', 'yang', 'sesuai', 'dengan', 'harapan']",POSITIF
"['suka', 'banget', 'sama', 'shopee']",POSITIF
"['sangat', 'membantu']",POSITIF
"['mudahpraktishemat', 'dan', 'terpuaskan']",POSITIF
"['mantap', 'no', 'benar', 'benar']",POSITIF
"['bagus', 'banget', 'aplikasi', 'shopee', 'ini', 'bisa', 'belanja', 'berbagai', 'macam', 'barang', 'dan', 'banyak', 'vouchernya', 'ada', 'permainannya', 'lagi', 'pokoknya', 'seru', 'deh']",POSITIF
"['pengirimanya', 'cepat', 'kualitas', 'baju', 'bagus', 'saya', 'suka']",POSITIF
"['mantap', 'pokoknya', 'kalau', 'belanja', 'di', 'shopee', 'barang', 'sesuai', 'pilihan', 'dan', 'bagusrespon', 'toko', 'dan', 'pengiriman', 'cepat']",POSITIF
"['harga', 'pada', 'terjangkau', 'pokoknya', 'jooss', 'lah']",POSITIF
"['mudahsimpledan', 'terpercaya']",POSITIF
"['kualitas', 'bagus', 'pengiriman', 'bagus', 'apalagi', 'harga']",POSITIF
"['bagus', 'sekali']",POSITIF
"['makin', 'mantap', 'lah', 'sekarang', 'shopee']",POSITIF
"['selalu', 'sukaa', 'dan', 'puas']",POSITIF
"['senang', 'berlaganan', 'sama', 'shopee']",POSITIF
"['shopee', 'sangat', 'baguskurir', 'nya', 'ramahbanyak', 'diskon', 'meriahharganya', 'terjangkau']",POSITIF
"['aplikasi', 'bagus']",POSITIF
"['thx', 'shopee', 'sukses', 'selalu', 'jual', 'online', 'paling']",POSITIF
"['aplikasi', 'belanja', 'online', 'terbaik', 'semua', 'barang', 'yang', 'kita', 'cari', 'tersedia', 'lengkap', 'mulai', 'dari', 'barang', 'elektronik', 'pakaian', 'perlengkapan', 'dan', 'masih', 'banyak', 'lainnya', 'juga', 'terdapat', 'bangak', 'voucher', 'dan', 'diskon', 'besar', 'besar', 'an']",POSITIF
"['shopee', 'solusi', 'segala', 'masalah']",POSITIF
"['kalo', 'lebih', 'baik', 'kutambah', 'bintang', 'nya']",POSITIF
"['bagus', 'barang', 'nya', 'cepet', 'datang', 'nya', 'tidak', 'mengecewakan', 'belanja', 'di', 'shopee']",POSITIF
"['lebih', 'nyaman', 'karena', 'ada', 'cod']",POSITIF
"['mantul', 'mantap', 'betul']",POSITIF
"['murah', 'murah', 'harga', 'barangnya', 'dan', 'banyak', 'promo']",POSITIF
"['bagus', 'saya', 'bisa', 'beli', 'apapun']",POSITIF
"['sangat', 'membantu', 'dalam', 'belanja']",POSITIF
"['beruntung', 'bngt', 'pke', 'shopee']",POSITIF
"['aplikasi', 'belanja', 'onlain', 'terbaik', 'semoga', 'lebih', 'banyak', 'discount']",POSITIF
"['shopeee', 'oke', 'banget']",POSITIF
"['buka', 'aplikasi', 'shoppi', 'susah', 'buka', 'gambar', 'nya', 'padahal', 'sinyal', 'penuh', 'tapi', 'pas', 'buka', 'aplikasi', 'lain', 'cepett']",POSITIF
"['aplikasi', 'sangat', 'mrmbantu', 'saat', 'mager', 'baget', 'buat', 'keluar', 'rumah']",POSITIF
"['bagus', 'aplikasinya', 'bisa', 'memudahkan', 'untuk', 'kita', 'bertranksasi']",POSITIF
"['sering', 'diskon']",POSITIF
"['bagus', 'bangaet', 'pelayanannya', 'memuaskan', 'sekali', 'pokoknya', 'terbaik', 'deh', 'shoppeee', 'belanja', 'online', 'no', 'dengan', 'kualitas', 'yang', 'bagus', 'dan', 'murah', 'meriah', 'promo', 'gratis', 'ongkirnya', 'the', 'bestttt', 'banget', 'tapi', 'sayang', 'sudah', 'gak', 'bis', 'milih', 'jasa', 'kirim', 'lagiii', 'tingkt', 'kan', 'lagi', 'pelayanannya', 'good', 'jobbb', 'the', 'best', 'mas', 'brooo', '¡']",POSITIF
"['dari', 'awal', 'thn', 'kenal', 'dengan', 'shopee', 'ada', 'satu', 'dua', 'barang', 'yang', 'kurang', 'puas', 'saya', 'beli', 'karena', 'belom', 'terlalu', 'ngerti', 'cara', 'belanjanya', 'tapi', 'setelah', 'itu', 'baru', 'saya', 'ngerti', 'cara', 'melihat', 'barang', 'bagus', 'dari', 'ulasan', 'pembeli', 'ternyata', 'benar', 'barangnya', 'bagussaya', 'beli', 'dari', 'hpsepatutasbajucelana', 'dll', 'semua', 'dari', 'shopee', 'mksh', 'shopee', 'selalu', 'terus', 'berjaya', 'dan', 'bekerja', 'sama', 'dengan', 'seller', 'yang', 'berkwalitas', 'yang', 'top', 'deh', 'sukses', 'terus', 'buat', 'shopee', 'dan', 'seller']",POSITIF
"['tadinya', 'bete', 'karena', 'cek', 'status', 'pembelian', 'belum', 'muncul', 'di', 'web', 'padahal', 'dah', 'tf', 'via', 'atm', 'pesan', 'produk', 'banyak', 'lagi', 'terus', 'jadi', 'cemas', 'gara', 'sudah', 'tf', 'dana', 'eh', 'gak', 'tau', 'cara', 'konfirmasinya', 'bayangan', 'duit', 'angus', 'sudah', 'terngiang-ngiang', 'di', 'kepala', 'syukur', 'alhamdulillaah', 'ternyata', 'hari', 'kemudian', 'barangnya', 'dah', 'dianterin', 'sm', 'kurir', 'trimks', 'shopee', 'maaf', 'yaa', 'dah', 'kasih', 'bintang', 'di', 'tgl', 'jan', 'skr', 'aku', 'ralat', 'nii', 'bintangnya', 'full', 'bintang', 'buat', 'shopee']",POSITIF
"['alhamdulillah', 'berkat', 'kenal', 'shopee', 'sangat', 'membantu', 'saya', 'untuk', 'cari-cari', 'barangterus', 'hri', 'saya', 'ada', 'kendala', 'gak', 'bs', 'buka', 'yang', 'lain', 'nya', 'aplikasi', 'shopee', 'seperti', 'shopee', 'tanamshopee', 'laterdll', 'kalo', 'klik', 'itu', 'keluar', 'aplikasi', 'muluitu', 'kira', 'kenapa', 'ya', 'mindmohon', 'pencerahan', 'ny', 'masalah', 'nya', 'saya', 'menggunakan', 'shopeepay', 'latertakut', 'pas', 'waktunya', 'pembayarand', 'sengaja', 'gak', 'bayar', 'lagipadahal', 'akun', 'nya', 'gak', 'bs', 'ke', 'buka']",POSITIF
"['pemakai', 'setia', 'shopee', 'hehebanyak', 'program', 'yang', 'nguntungin', 'banget', 'pengen', 'terus', 'ningkatin', 'member', 'biar', 'bisa', 'dapat', 'banyak', 'promosi', 'sampe', 'saat', 'ni', 'blm', 'pernah', 'kecewa', 'sih', 'dalam', 'orderannya', 'sistem', 'pembatalan', 'jg', 'cepat', 'aman', 'respon', 'baik', 'trimakaaasiihh', 'shoppeee']",POSITIF
"['aplikasi', 'mudah', 'di', 'gunakan', 'banyak', 'sekali', 'pormo', 'menarik', 'tapi', 'sekarang', 'jasa', 'kurirnya', 'tidak', 'bisa', 'memilih', 'mungkin', 'bisa', 'di', 'pertimbangan', 'lagi', 'untuk', 'merubah', 'opsi', 'kurirnya', 'agar', 'pengguna', 'bisa', 'bebas', 'memilih', 'jasa', 'kirim', 'yang', 'di', 'sukai', 'karena', 'setiap', 'daerah', 'berbeda-beda', 'kecepatan', 'pengirimannya']",POSITIF
"['puas', 'banget', 'belanja', 'disinisaran', 'aku', 'kalau', 'mau', 'belanja', 'pinter²', 'nyari', 'voucher', 'yahbiar', 'ongkirnya', 'murahterus', 'jan', 'lupa', 'cari', 'discount', 'yang', 'gede²aku', 'kemaren', 'beli', 'sneakers', 'harga', 'normal', 'keh', 'ada', 'flashsale', 'jadi', 'doangkece', 'abos', 'dahburuan', 'download', 'shopee', 'terus', 'beli', 'barang', 'sebanyak²nya', 'biar', 'cepet', 'naek', 'levelbuat', 'apabiar', 'dapat', 'voucher', 'sebanyak²nya']",POSITIF
"['memudahkan', 'beres', 'gak', 'ribet', 'profesional', 'dan', 'tanggung', 'jawab', 'atas', 'semua', 'cancel', 'an', 'ramah', 'sopan', 'mantapz', 'jaya', 'surabaya', 'menyapa', 'josss', 'gandos', 'sampai', 'pemesanan', 'sekarang', 'tetap', 'lancar', 'aman', 'terkendali', 'matur', 'suwon', 'alkhamndulillah', 'terima', 'kasih']",POSITIF
"['aplikasinya', 'sangat', 'bagus', 'untuk', 'transaksi', 'jual', 'beli', 'belanja', 'jadi', 'lebih', 'mudah', 'produknya', 'juga', 'banyak', 'yang', 'bagus', 'puas', 'dengan', 'pelayanan', 'dan', 'kerja', 'kerasnya', 'pencegahan', 'akun', 'dari', 'pihak', 'yang', 'ingin', 'mencuri', 'data', 'sangat', 'baik', 'terimakasih', 'shopee']",POSITIF
"['puas', 'dengan', 'shopee', 'yang', 'melayani', 'dengan', 'baik', 'dan', 'selektif', 'terhadap', 'sellersehingga', 'konsumen', 'merasa', 'terlindungi', 'tingkatkan', 'terus', 'pelayanannya', 'shopee', 'maju', 'dan', 'sukses', 'untuk', 'pengiriman', 'yang', 'satu', 'lokasi', 'antara', 'pemesan', 'dan', 'seller', 'apa', 'tidak', 'bisa', 'diusahakan', 'hari', 'nyampaimengingat', 'jaraknya', 'dekat', 'banget']",POSITIF
"['aplikasi', 'shopee', 'menurut', 'saya', 'aplikasi', 'belanja', 'yang', 'benar-benar', 'nomor', 'mereka', 'bertanggung', 'jawab', 'sekali', 'atas', 'kesalahan', 'toko-toko', 'yang', 'khilaf', 'terimakasih', 'min', 'karena', 'melalui', 'shopee', 'saya', 'bisa', 'belanja', 'keluar', 'pulau', 'dan', 'selalu', 'menikmati', 'gratis', 'ongkir']",POSITIF
"['aplikasi', 'bagus', 'untuk', 'berbelanja', 'online', 'selama', 'pakai', 'shopee', 'lancar', 'lancar', 'saja', 'tidak', 'ada', 'kendala', 'selama', 'barang', 'yang', 'saya', 'beli', 'sesuai', 'dengan', 'keinginan', 'dan', 'tidak', 'ada', 'komplai', 'komplainseller', 'di', 'shopee', 'fast', 'respon', 'jg', 'dengan', 'kurir', 'kurir', 'nya', 'ramah', 'dan', 'cepat', 'ngirim', 'pakait', 'good', 'luck', 'buat', 'shopee', 'dan', 'semua', 'nya', 'yang', 'terlibat']",POSITIF
"['saya', 'menggunakan', 'shopee', 'bagi', 'saya', 'sangatlah', 'praktismudahkarena', 'saya', 'seorg', 'wanita', 'bekerja', 'butuh', 'apapun', 'yang', 'harga', 'sesuaitinggal', 'masukkan', 'ke', 'keranjang', 'sangat', 'praktislahwalaupun', 'terkadang', 'mndapat', 'barang', 'yang', 'tidak', 'sesuainamun', 'itu', 'sudah', 'konsisten']",POSITIF
"['selama', 'belanja', 'di', 'shopee', 'selalu', 'aman', 'ga', 'pernah', 'kecewa', 'layanan', 'paylatter', 'nya', 'juga', 'sangat', 'oke', 'bunga', 'nya', 'relatif', 'kecil', 'mudahan', 'saya', 'juga', 'bisa', 'menikmati', 'layanan', 'spinjam', 'seperti', 'pengguna', 'lain', 'terimakasih', 'shopee']",POSITIF
"['selama', 'beli', 'di', 'shopee', 'alhamdulilah', 'gak', 'pernah', 'ketipu', 'sihcuma', 'untuk', 'sekarang', 'yang', 'agak', 'bikin', 'kesel', 'dan', 'ribet', 'gak', 'bisa', 'pilih', 'jasa', 'kirim', 'gk', 'kayak', 'dulubiasanya', 'selalu', 'pilih', '&', 'kalo', 'sekarang', 'tergantung', 'shopeenyatolong', 'untuk', 'kedepannya', 'lebih', 'diperbaiki', 'lagi', 'ya']",POSITIF
"['aplikasinya', 'no', 'crash', 'soal', 'pembayaran', 'jg', 'gapernah', 'ada', 'problem', 'walaupun', 'saya', 'pakai', 'metode', 'aneh', 'yang', 'kadang', 'campur', 'tapi', 'duit', 'aman', '%', 'aplikasi', 'keren', 'kalau', 'ada', 'yang', 'blagi', 'gabagus', 'brarti', 'usernya', 'kurang', 'bijak', 'dalam', 'berbelanja', 'dan', 'memilih', 'tokonya', 'sekian', 'terimakasih']",POSITIF
"['belanja', 'lebih', 'mudah', 'tanpa', 'perlu', 'keluar', 'rumah', 'apalagi', 'sekarang', 'ada', 'spaylatter', 'jadi', 'lebih', 'ringan', 'juga', 'pembayarnnya', 'bisa', 'dicicil', 'lagi', 'terimakasih', 'shopee', 'salam', 'hangat', 'dariku', 'yang', 'selalu', 'setia', 'memakai', 'jasa', 'mu', 'like', 'like', 'like', 'like', 'like', 'like']",POSITIF
"['berbelanja', 'di', 'shopee', 'sangat', 'menguntungkan', 'dari', 'segi', 'harga', 'dan', 'gratis', 'ongkir', 'setiap', 'harinya', 'dan', 'untuk', 'pencarian', 'barang', 'yang', 'tidak', 'ada', 'di', 'daerah', 'saya', 'dapat', 'di', 'cari', 'di', 'shopee', 'dan', 'banyak', 'lagi', 'barang', 'yang', 'ditawarkan', 'trims', 'shopee']",POSITIF
"['dulu', 'abis', 'bayar', 'done', 'tinggal', 'tunggu', 'barang', 'sampe', 'sekarang', 'setelah', 'bayar', 'harus', 'pasang', 'timer', 'jam', 'buat', 'buka', 'aplikasi', 'nya', 'lagi', 'jangan', 'sampe', 'lupa', 'kalau', 'mau', 'ganti', 'kurir', 'shopee', 'pilihkan', 'kurir', 'yang', 'terbaik', 'saya', 'dapatnya', 'kurir', 'yang', 'sudah', 'saya', 'blacklist', 'gara', 'pelayanannya', 'yang', 'buruk', 'sekali', 'dan', 'mengulang', 'kesalahan', 'yang', 'sama', 'update', 'ko', 'mlh', 'ngerepotin', 'ya', 'semoga', 'semua', 'keluhan', 'user', 'shopee', 'masalah', 'kurir', 'jadikan', 'masukan', 'untuk', 'update', 'selanjutnya', 'supaya', 'tidak', 'pada', 'pindah', 'ke', 'toko', 'sebelah']",POSITIF
"['secinta', 'itu', 'sm', 'shopeeini', 'tu', 'tempat', 'belanja', 'paling', 'ter', 'the', 'best', 'ya', 'menurut', 'akusemua', 'jadi', 'mudahblm', 'lagi', 'ada', 'gratis', 'ongkir', 'yang', 'gak', 'ada', 'habisnyaditmbh', 'voucher', 'cashbackmau', 'blnja', 'mau', 'beli', 'pulsa', 'beli', 'token', 'listrik', 'ada', 'voucher', 'cashback', 'nyayang', 'paling', 'spectakuller', 'nya', 'ada', 'shoppe', 'payletter', 'yang', 'bikin', 'gak', 'bs', 'diem', 'kalo', 'liat', 'barang', 'yang', 'disuka', 'terus', 'gk', 'ada', 'duit', 'eh', 'tetep', 'bs', 'belanja', 'donkk', 'yasudah', 'nyaman', 'deh', 'sm', 'shopeeterimakasih', 'shoppeeluv']",POSITIF
"['sudah', 'th', 'pakai', 'shopee', 'sering', 'belaja', 'level', 'silver', 'spay', 'leter', 'ga', 'muncul', 'juga', 'di', 'akun', 'saya', 'mungkin', 'ga', 'boleh', 'pakai', 'cicilan', 'kali', 'ya', 'temen', 'saya', 'baru', 'bln', 'sudah', 'muncul', 'spayleter', 'nya', 'ya', 'sudah', 'lah', 'tetap', 'bintang', 'buat', 'shoppe']",POSITIF
"['maaf', 'ya', 'min', 'sy', 'kurang', 'stuju', 'dengan', 'prubahan', 'setting', 'jasa', 'kirim', 'sy', 'jg', 'sudah', 'bc', 'jawabn', 'mimin', 'di', 'ulasan', 'lain', 'tapi', 'ttapi', 'tidak', 'melihat', 'sisi', 'manfaat', 'untuk', 'pembeli', 'jasa', 'kirim', 'mmg', 'bs', 'diubah', 'stlh', 'checkout', 'namun', 'biayanya', 'akan', 'typ', 'sama', 'plus', 'ini', 'lebih', 'ribet', 'drpd', 'yang', 'dulu', 'alasan', 'biaya', 'sesuai', 'berat', 'itu', 'tgs', 'ekspedisi', 'kenapa', 'shopee', 'yang', 'menentukn', 'tombol', 'mngubah', 'jasa', 'kirim', 'jg', 'sering', 'trlmbt', 'bhkn', 'tidak', 'muncul', 'ptng', 'ongkr', 'mnml', 'rb', 'sudah', 'lbh', 'dr', 'cukup', 'semoga', 'shopee', 'bs', 'kmbli', 'sprti', 'dulu', 'untuk', 'kenyamanan', 'pembeli']",POSITIF
"['suka', 'belanja', 'disini', 'tapi', 'sayang', 'sekali', 'sih', 'sekarang', 'jasa', 'pengirimannya', 'dipilihin', 'bukan', 'kita', 'yang', 'pilih', 'sendiri', 'harusnya', 'kayak', 'dlu', 'lagi', 'sih', 'bisa', 'pilih', 'sendiri', 'karena', 'ada', 'beberapa', 'jasa', 'yang', 'kurang', 'bagus', 'menuruntuku']",POSITIF
"['so', 'far', 'shopee', 'memang', 'super-duper', 'memuaskan', 'banyak', 'voucher', 'ongkir', 'bisa', 'cod', 'recommended', 'bingitsss', 'saranku', 'hendaknya', 'shopee', 'membuat', 'sistem', 'dan', 'kebijakan', 'untuk', 'mempersempit', 'ruang', 'gerak', 'oknum-oknum', 'yang', 'tidak', 'bertanggungjawab', 'memperjual-belikan', 'produk-produk', 'bajakan', 'seperti', 'buku', 'bajakan', 'yang', 'adalah', 'sebuah', 'kejahatan', 'yang', 'melanggar', 'hak', 'cipta', 'dan', 'merugikan', 'pemilik', 'hak', 'cipta', 'baik', 'penerbit', 'dan', 'penulis']",POSITIF
"['dengan', 'shopee', 'belanja', 'jadi', 'enak', 'perlindungan', 'shopee', 'patut', 'acungkan', 'terima', 'kasih', 'shopee', 'shopee', 'mnk', 'kereen', 'kepada', 'yth', 'shopee', 'yang', 'baik', 'kami', 'minta', 'tolong', 'mohon', 'konfirmasi', 'kan', 'ke', 'fihak', 'expedisi', '&', 'perbaiki', 'jasanya', 'khususnya', 'di', 'pasuruan', 'agar', 'tidak', 'mengecewakan', 'pemakai', 'jasa', 'kalau', 'sekali', 'dua', 'kli', 'sich', 'wajar', 'tapi', 'kl', 'saya', 'pribadi', 'mengalami', 'kendala', 'sampai', 'dengan', 'alasan', 'berbeda', 'salah', 'kirim', 'tertunda', 'barang', 'disimpan', 'di', 'gudang', 'penerima', 'orang', 'lain', 'dll', 'mohon', 'diperhatikan', 'diperbaikiterima', 'kasih']",POSITIF
"['hallo', 'shopee', 'saya', 'mau', 'mengucaplikasian', 'terima', 'kasih', 'karena', 'sudah', 'menanggapi', 'dengan', 'baik', 'permasalahan', 'yang', 'saya', 'alami', 'kemarin', 'dan', 'sekarang', 'permasalahannya', 'sudah', 'selesai', 'karena', 'akhirnya', 'pembayaran', 'spinjam', 'saya', 'sudah', 'terferivikasi', 'oleh', 'pihak', 'shopee', 'cs', 'yang', 'nelpon', 'saya', 'dr', 'pihak', 'shopee', 'juga', 'sopan', 'banget', 'kemarin', 'nelponnya', 'terima', 'kasih', 'shopee', 'sukses', 'selalu']",POSITIF
"['selalu', 'berinovasi', 'dan', 'berkembang', 'lebih', 'baik', 'lagi', 'selalu', 'shopee', 'buka', 'aplikasi', 'mudah', 'mau', 'cari', 'apa', 'mudah', 'pergunakan', 'voucher', 'juga', 'mudah', 'lebih', 'banyak', 'kategori', 'vcr', 'gratis', 'ongkir', 'dan', 'pot', 'harganya', 'ya', 'hihihih', 'seperti', 'dulusukses', 'selalu', 'shopee']",POSITIF
"['semakin', 'oke', 'shopee', 'sarannya', 'sich', 'jika', 'semua', 'toko', 'mencapai', 'batas', 'pembelian', 'dengan', 'pembayaran', 'mengunakan', 'shopee', 'pay', 'ongkir', 'aja', 'semuanya', 'toko', 'dan', 'tidak', 'dikenakan', 'ongkir', 'sepeser', 'pun', 'untuk', 'memudahkan', 'transaksi', 'pembelian', 'dengan', 'mudah']",POSITIF
"['barang-barang', 'di', 'shopee', 'memang', 'mantapsemua', 'asli', 'original', 'dan', 'sesuai', 'gambar', 'sukses', 'terus', 'dan', 'lebih', 'ditingkatkan', 'kualitasnya', 'shopee', 'is', 'the', 'best', 'dari', 'awal', 'selalu', 'pakai', 'jasa', 'online', 'shopee', 'terimakasih']",POSITIF
"['shoppie', 'sangat', 'membantuaplikasi', 'yang', 'sangat', 'bagusada', 'spaylaterada', 'spinjamharga', 'yang', 'sangat', 'terjangkaukualitas', 'terjaminpokoknya', 'shoppie', 'aplikasi', 'pilihansukses', 'terus', 'shoppiegooooooooooodddddddd']",POSITIF
"['overall', 'suka', 'tapi', 'untuk', 'pilihan', 'otomatis', 'untuk', 'kurir', 'itu', 'setidaknya', 'sediakan', 'juga', 'opsi', 'manualnya', 'karena', 'di', 'beberapa', 'kota', 'ada', 'ekspedisi', 'yang', 'memang', 'memegang', 'rating', 'buruk', 'untuk', 'pengiriman', 'kasian', 'seller', 'juga', 'kena', 'maki', 'oknum', 'pembeli', 'yang', 'tidak', 'mengerti', 'harusnya', 'komplain', 'ke', 'kurir', 'malah', 'ngasih', 'rating', 'jelek', 'ke', 'toko', 'karena', 'barangnya', 'bermasalah', 'saat', 'pengiriman']",POSITIF
"['habis', 'diupdate', 'terbaru', 'shopee', 'tidak', 'bisa', 'digunakan', 'tolong', 'diperbaiki', 'terimakasih', 'sudah', 'clear', 'cache', 'logout', 'login', 'ulang', 'di', 'restart', 'hp', 'yang', 'terakhir', 'uninstall', 'terus', 'install', 'ulang', 'tetap', 'sama', 'kak', 'buka', 'game', 'shopee', 'sama', 'sekali', 'ga', 'bisa', 'tolong', 'dibantu', 'kak', 'terimakasih', 'terimakasih', 'kaka', 'atas', 'bantuan', 'nya', 'sekarang', 'apl', 'shopee', 'sudah', 'bisa', 'digunakan', 'untuk', 'berbelanja', 'juga', 'bermain', 'game', 'shopee', 'terimakasih', 'respon', 'nya', 'cepat']",POSITIF
"['dear', 'shopee', 'kami', 'para', 'pembeli', 'sudah', 'merasa', 'nyaman', 'dengan', 'sistem', 'pemilihan', 'ekspedisi', 'yang', 'sblmnya', 'kami', 'bs', 'memilih', 'dengan', 'jelas', 'dan', 'dengan', 'nominal', 'ongkirnya', 'ekspedisi', 'mana', 'yang', 'kami', 'inginkan', 'shopee', 'kebanyakan', 'extraongkir', 'sdengankn', 'toko', 'langganan', 'gak', 'semuanya', 'pakai', 'tolong', 'jangan', 'tiru', 'lapak', 'sebelah', 'ntah', 'ini', 'masukan', 'yang', 'berguna', 'atau', 'nggak', 'tapi', 'sbg', 'pelanggan', 'cuma', 'itu', 'yang', 'ingin', 'dikeluhkan', 'shopee', 'masih', 'jadi', 'pilihan', 'pertama', ';', ""''""]",POSITIF
"['harus', 'ditingkatkan', 'pengawasan', 'penjual', 'lapak', 'serta', 'menindak', 'tegas', 'yang', 'menjual', 'produk', 'tidak', 'layak/non', 'sni', 'voucher', 'dan', 'cashback', 'harus', 'bisa', 'dipakai', 'ketika', 'menggunakan', 'shopeepay']",POSITIF
"['thankyou', 'kk', 'pengiriman', 'cepat', 'baju', 'juga', 'bagus²', 'hanya', 'baju', 'lampu', 'led', 'saja', 'yang', 'mati', 'selain', 'itu', 'bagus', 'semua', 'next', 'nanti', 'order', 'lagi']",POSITIF
"['enak', 'belanja', 'pakai', 'shopee']",POSITIF
"['aplikasi', 'racun', 'pas', 'tanggal', 'muda', 'but', 'love', 'shopeeselalu', 'mempermudah', 'saat', 'aku', 'belanja']",POSITIF
"['saya', 'suka', 'banget', 'sama', 'shope', 'sekarang', 'dari', 'pada', 'yang', 'dulu', 'meskipun', 'bayar', 'pakai', 'shopee', 'pay', 'tapi', 'enak', 'banget', 'sering', 'dapat', 'gratis', 'ongkir', 'pokoknya', 'love', 'sama', 'shopee', 'meski', 'kata', 'orang', 'gak', 'enak', 'padahal', 'enak', 'banget', 'loh', 'belanja', 'di', 'shopee', 'tapi', 'diperbaiki', 'lagi', 'agar', 'tidak', 'ke', 'logout', 'sendiri']",POSITIF
"['suka', 'belanja', 'dsni', 'tapi', 'lemot', 'banget', 'lama', 'belanja', 'di', 'merchant', 'shopee', 'mart', 'mall', 'sudah', 'dibatalkan', 'sepihak', 'dg', 'alasan', 'tidak', 'jelas']",NEGATIF
"['sungguh', 'sangat', 'di', 'sayangkan', 'kenapa', 'di', 'aplikasi', 'ini', 'tidak', 'semua', 'wilayah', 'bisa', 'menggunakan', 'jasa', 'kurir', 'grab', 'atau', 'gosend', 'dicek', 'cuma', 'untuk', 'wilayah', 'jadetabek', 'lalu', 'apa', 'wilayah', 'lain', 'tidak', 'ada', 'keadilan', 'bangetu', 'maaf', 'hny', 'sebuah', 'masukan', 'semoga', 'kurir', 'tersebut', 'bs', 'merata', 'di', 'gunakan', 'di', 'semua', 'wilayah']",NEGATIF
"['aku', 'suka', 'aplikasi', 'ini', 'tapi', 'ya', 'kenapa', 'waktu', 'aku', 'mau', 'verifikasi', 'no', 'telpku', 'kok', 'gk', 'ada', 'sms', 'dari', 'sophee', 'jadi', 'sebbel', 'deh']",NEGATIF
"['awalnya', 'suka', 'bngt', 'aku', 'belanja', 'disinitapi', 'lama', 'menurun', 'dari', 'rewardnya', 'masa', 'belanja', 'plus', 'koin', 'harusnya', 'ckup', 'buat', 'pembayaran', 'shopeepay', 'dlu', 'bisa', 'sekarang', 'enggakintinya', 'aplikasinya', 'jadi', 'super', 'pelit']",NEGATIF
"['tidak', 'suka', 'sama', 'pengiriman', 'shopee', 'experss', 'suka', 'nanya', 'alamat', 'tapi', 'marah', 'di', 'kasih', 'tau', 'ngeyel', 'masih', 'mending', '&', 'baik', 'ramah']",NEGATIF
"['shopee', 'nya', 'kadang', 'suka', 'eror', 'gak', 'jelas', 'banget', 'sering', 'banget', 'voucher', 'aku', 'gak', 'bisa', 'di', 'pakai']",NEGATIF
"['suka', 'kecewa', 'pas', 'lagi', 'kek', 'gini', 'udh', 'nunggu', 'nungguin', 'ip', 'atau', 'yang', 'lain', 'nya', 'taunya', 'di', 'tipu', 'tiba', 'tiba', 'stok', 'abis', 'kecewa', 'banget', 'sumpah']",NEGATIF
"['kadang', 'suka', 'eror', 'bisa', 'di', 'buka', 'ya', 'malam', 'doang']",NEGATIF
"['kenapa', 'setiap', 'mau', 'pakai', 'voucher', 'gratis', 'ongkir', 'sering', 'banget', 'ada', 'bacaan', 'kode', 'voucher', 'ini', 'telah', 'digunakan', 'silahkan', 'masukan', 'voucer', 'lain', 'padahal', 'voucher', 'nya', 'baru', 'di', 'klaim', 'dan', 'saya', 'belum', 'pernah', 'make', 'semua', 'gitu', 'kecuali', 'voucher', 'gratis', 'ongkir', 'shopee', 'pay', 'kalau', 'gitu', 'apa', 'gunanya', 'gratis', 'ongkir', 'yang', 'laen']",NEGATIF
"['gak', 'jelas', 'banget', 'tidak', 'bisa', 'pilih', 'jasa', 'kirim', 'langsung', 'jadi', 'dapatnya', 'acak', 'aneh', 'lah', 'gk', 'suka', 'yang', 'sekarang', 'makin', 'ribet', 'balikin', 'ky', 'dulu', 'lagi', 'laaah']",NEGATIF
"['maaf', 'bintangnya', 'aku', 'ambil', 'lagi', 'kenapa', 'jasa', 'pengirimannya', 'gak', 'bisa', 'pilih', 'lagi', 'gak', 'asik', 'banget', 'jadi', 'sama', 'kayak', 'tokped', 'dirandom', 'gitu', 'kalo', 'dapat', 'sicepat', 'gak', 'suka', 'banget', 'tolong', 'dong', 'balikin', 'lagi', 'kayak', 'dulu', 'baru', 'aku', 'ubah', 'lagi', 'jadi', 'bintang']",NEGATIF
"['belanja', 'hemat', 'mantap', 'untuk', 'versi', 'yang', 'sebelum', 'nya', 'ya', 'karenaa', 'yang', 'sekarang', 'gan', 'bisa', 'pilih', 'kurir', 'lagi', 'jadi', 'sy', 'turunkan', 'rating', 'nya', 'padahal', 'sy', 'sudah', 'gold', 'member', 'next', 'belanja', 'di', 'bukalapak', 'dan', 'tokopedia', 'aja', 'lah', 'gak', 'suka', 'versi', 'yang', 'aneh', 'kaya', 'gini', 'saran', 'ya', 'kalau', 'kalian', 'ga', 'mau', 'ditinggal', 'oleh', 'pemakai', 'seulasan', 'lengkap']",NEGATIF
"['saya', 'sangat', 'suka', 'belanja', 'disini', 'tapi', 'sayang', 'kenapa', 'aplikasi', 'shoppe', 'ini', 'jrngan', 'nya', 'selalu', 'lelet', 'mohon', 'segera', 'di', 'perbaiki']",NEGATIF
